Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,2.591836734693877,1.2734200561699125,127.0,49,1.0
high -> low,1.3673469387755102,0.882559666326221,67.0,45,0.918367326259613
low,3.1836734693877546,2.4296216216707065,156.0,45,0.918367326259613
low -> low,1.1224489795918369,1.0534200859823306,55.0,36,0.7346938848495483
high -> low -> low,0.7346938775510204,0.4905570899532505,36.0,35,0.7142857313156128
high -> high,0.7551020408163266,0.6301657270412402,37.0,32,0.6530612111091614
low -> high,0.7551020408163267,0.8299250027587319,37.0,28,0.5714285969734192
high -> high -> low,0.5714285714285716,0.6123724356957945,28.0,25,0.5102040767669678


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
