Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
error,2.7241379310344827,2.165284224325745,316.0,116,1.0
none,4.7155172413793105,3.392590479989817,547.0,113,0.9741379022598267
error -> none,1.25,0.6708203932499369,145.0,109,0.9396551847457886
none -> none,1.7586206896551724,1.645128194582931,204.0,85,0.732758641242981
none -> error,0.9137931034482759,0.7753704922808515,106.0,82,0.7068965435028076
error -> none -> none,0.6982758620689656,0.5930001479024214,81.0,73,0.6293103694915771
none -> none -> none,0.9310344827586207,1.1090468914776557,108.0,65,0.5603448152542114
error -> error,0.9137931034482759,1.1311322954743477,106.0,63,0.5431034564971924


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
