Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
error,2.0869565217391304,1.3634284719293612,96.0,46,1.0
none,3.7608695652173916,3.21928068300079,173.0,45,0.97826087474823
none -> error,1.065217391304348,0.5735725823698139,49.0,41,0.8913043737411499
none -> none,1.4130434782608698,1.5996678399179103,65.0,30,0.6521739363670349
none -> none -> error,0.6304347826086956,0.6095060168210503,29.0,26,0.5652173757553101
error -> none,0.5652173913043479,0.5831780331575322,26.0,24,0.52173912525177


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
