Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.659090909090909,2.271595912908663,161.0,43,0.9772727489471436
low,3.454545454545454,3.098796056194379,152.0,39,0.8863636255264282
high -> low,1.727272727272727,1.3182729428297615,76.0,38,0.8636363744735718
low -> high,1.3181818181818181,1.342900839171597,58.0,30,0.6818181872367859
low -> low,1.1363636363636362,1.3569958113919538,50.0,29,0.6590909361839294
high -> low -> low,0.840909090909091,0.8053074472315505,37.0,28,0.6363636255264282
high -> high,1.0227272727272727,1.067242401001157,45.0,27,0.6136363744735718


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
