Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,4.448,2.4044850565343037,556.0,125,1.0
low,2.944,2.946578113786424,368.0,107,0.8560000061988831
high -> high,1.4959999999999998,1.168290728289175,187.0,106,0.8479999899864197
low -> high,1.6239999999999999,1.2092653061446692,203.0,106,0.8479999899864197
high -> low,1.464,1.195043527348717,183.0,99,0.7919999957084656
low -> high -> high,0.7760000000000001,0.7498817111019318,97.0,78,0.6240000128746033
high -> low -> high,0.6640000000000001,0.7399215302771923,83.0,66,0.527999997138977
low -> low,0.8319999999999996,1.2295816230498628,104.0,65,0.5199999809265137


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
