Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.552083333333333,1.4498224600943619,682.0,192,1.0
high -> high,1.0364583333333333,0.768301286843089,199.0,153,0.796875
high -> low,1.359375,1.1581785776818043,261.0,147,0.765625
low,2.2760416666666665,2.5090097248320733,437.0,147,0.765625
low -> high,1.0989583333333333,1.0612641668136416,211.0,134,0.6979166865348816
high -> low -> high,0.5989583333333333,0.6229460140932712,115.0,102,0.53125


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
