Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
low,4.480769230769231,3.5946058968327095,233.0,50,0.9615384340286255
high,4.038461538461538,2.9503176197343963,210.0,49,0.942307710647583
high -> low,1.923076923076923,1.780572213006685,100.0,43,0.8269230723381042
low -> high,1.8076923076923077,1.8894802847890035,94.0,39,0.75
high -> high,1.1153846153846154,1.0600378490069586,58.0,38,0.7307692170143127
low -> low,1.4615384615384615,1.4343344218786018,76.0,36,0.692307710647583
high -> high -> low,0.6538461538461539,0.6533357958521637,34.0,30,0.5769230723381042
low -> low -> high,0.9615384615384615,1.1018974448122936,50.0,30,0.5769230723381042
high -> low -> low,0.9615384615384615,1.083956776172072,50.0,29,0.557692289352417
low -> high -> high,0.6153846153846154,0.6903777355896467,32.0,27,0.5192307829856873
low -> high -> low,0.8269230769230771,1.1327764579875146,43.0,27,0.5192307829856873


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
