Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.3157894736842106,1.5440428358064167,126.0,38,1.0
high -> low,1.5263157894736843,0.9791568934068312,58.0,35,0.9210526347160339
low,3.105263157894737,2.469155383375988,118.0,35,0.9210526347160339
high -> high,1.0263157894736843,0.7528986186826383,39.0,30,0.7894737124443054
high -> high -> low,0.7105263157894737,0.6110644119116895,27.0,25,0.6578947305679321
high -> low -> low,0.7894736842105261,0.6640536748430402,30.0,25,0.6578947305679321
low -> low,1.0789473684210527,1.194165522217229,41.0,25,0.6578947305679321
low -> high,1.0,0.9586025865388216,38.0,24,0.6315789222717285


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
