Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.073846153846154,1.5557814243832038,999.0,325,1.0
low,3.4338461538461535,2.6930567401909493,1116.0,303,0.9323077201843262
high -> low,1.606153846153846,0.9711703711700417,522.0,302,0.9292307496070862
low -> high,1.0923076923076924,0.9926127905416159,355.0,220,0.6769230961799622
low -> low,1.1815384615384614,1.245100559637147,384.0,216,0.6646153926849365
high -> low -> low,0.8246153846153847,0.7136306859541715,268.0,214,0.6584615111351013
high -> high,0.7723076923076924,0.7477347875019917,251.0,197,0.6061538457870483


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
