Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.25,1.8314878722194576,377.0,116,1.0
high -> low,1.6896551724137931,0.8887097937185532,196.0,114,0.982758641242981
low,4.189655172413793,3.055753783341814,486.0,114,0.982758641242981
low -> low,1.5517241379310345,1.385294365743296,180.0,93,0.8017241358757019
high -> low -> low,1.0172413793103448,0.6850294645607168,118.0,92,0.7931034564971924
low -> high,1.2672413793103448,1.0160260063488586,147.0,87,0.75
high -> high,0.7931034482758621,0.8394329491757632,92.0,66,0.568965494632721
low -> low -> high,0.7155172413793103,0.7199762614777344,83.0,66,0.568965494632721
low -> low -> low,0.7413793103448277,0.9520749847631194,86.0,58,0.5


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
