Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,2.9731903485254687,1.5325604966968287,1109.0,373,1.0
low,2.6058981233243963,2.47735281027602,972.0,310,0.8310992121696472
high -> low,1.3270777479892761,1.0054909927056153,495.0,306,0.8203753232955933
high -> high,0.8176943699731904,0.7176784877056911,305.0,245,0.6568364500999451
low -> high,0.9008042895442356,0.9773369549047087,336.0,217,0.5817694664001465
low -> low,0.8498659517426274,1.1042348751067939,317.0,190,0.5093833804130554
high -> low -> low,0.6246648793565683,0.7060664227296427,233.0,189,0.5067024230957031


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
