Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.291666666666667,1.9462063863438561,316.0,96,1.0
high -> low,1.6875,0.9212405823270683,162.0,94,0.9791666865348816
low,3.96875,2.874399250735983,381.0,94,0.9791666865348816
low -> low,1.4583333333333335,1.3212168766284056,140.0,74,0.7708333134651184
high -> low -> low,0.96875,0.687529903655872,93.0,73,0.7604166865348816
low -> high,1.2604166666666665,1.058745948023481,121.0,70,0.7291666865348816
high -> high,0.8020833333333333,0.8659620955198866,77.0,54,0.5625
low -> low -> high,0.7083333333333333,0.724266113737742,68.0,54,0.5625


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
