Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,2.625,1.4756081305138942,84.0,29,0.90625
low,4.46875,3.4917818263145604,143.0,28,0.875
low -> low,1.75,1.524001524002286,56.0,26,0.8125
high -> low,1.28125,0.9913944236406651,41.0,24,0.75
high -> low -> low,0.90625,0.777065405973841,29.0,22,0.6875
low -> high,0.9375,0.87758833761769,30.0,20,0.625
low -> low -> low,1.03125,1.0620848334989004,33.0,20,0.625
high -> high,0.71875,0.6831792378049423,23.0,19,0.59375
high -> low -> low -> low,0.65625,0.745280852019624,21.0,16,0.5


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
