Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,2.9130434782608696,1.4881171841031835,134.0,46,1.0
high -> low,1.4565217391304348,0.935866128582512,67.0,43,0.9347826242446899
low,2.9347826086956523,2.388883271535919,135.0,43,0.9347826242446899
high -> high,0.8913043478260869,0.7667611787995072,41.0,31,0.6739130616188049
low -> low,0.9782608695652174,1.1053230887097143,45.0,29,0.6304348111152649
high -> low -> low,0.673913043478261,0.5983067896094388,31.0,28,0.6086956262588501
low -> high,0.9130434782608696,0.9387009216411022,42.0,28,0.6086956262588501
high -> high -> low,0.6086956521739131,0.6138498140448516,28.0,25,0.54347825050354


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
