Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.625,1.8211717839530315,58.0,16,1.0
low,3.5625,2.0966242709015206,57.0,15,0.9375
high -> low,1.75,1.0645812948447542,28.0,15,0.9375
low -> low,1.3125,0.7932002689527196,21.0,14,0.875
high -> low -> low,1.0,0.5163977794943222,16.0,14,0.875
low -> high,1.4375,1.2632629707758134,23.0,13,0.8125
low -> low -> high,0.8125,0.6551081335677849,13.0,11,0.6875
high -> high,1.0,0.8944271909999159,16.0,10,0.625
low -> high -> high,0.6875,0.7932002689527196,11.0,8,0.5


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
