Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,4.5,2.406132515928939,432.0,96,1.0
low,2.7604166666666665,2.1606275485397224,265.0,84,0.875
low -> high,1.6354166666666665,1.1061530461032543,157.0,83,0.8645833134651184
high -> high,1.5104166666666667,1.2139087945160913,145.0,80,0.8333333134651184
high -> low,1.46875,1.1140549452574733,141.0,77,0.8020833134651184
low -> high -> high,0.78125,0.7567677110058625,75.0,60,0.625
high -> low -> high,0.71875,0.763690830251697,69.0,54,0.5625


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
