Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.528,1.5584111015038118,441.0,125,1.0
high -> low,1.432,1.0949738544529193,179.0,102,0.8159999847412109
low,2.384,2.1431962865264205,298.0,102,0.8159999847412109
high -> high,1.016,0.7929528318559601,127.0,97,0.7760000228881836
low -> high,1.152,1.078050809742796,144.0,92,0.7360000014305115
high -> low -> high,0.6,0.6475761258027327,75.0,65,0.5199999809265137


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
