Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.5137614678899083,1.5251877777475193,383.0,109,1.0
high -> high,1.0183486238532111,0.7815185997661837,111.0,87,0.7981651425361633
high -> low,1.3853211009174313,1.0963597753705803,151.0,87,0.7981651425361633
low,2.211009174311927,2.104111471203079,241.0,87,0.7981651425361633
low -> high,1.1100917431192658,1.0482741507873647,121.0,79,0.7247706651687622
high -> low -> high,0.6238532110091745,0.6352163647965431,68.0,60,0.5504587292671204


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
