Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
low,5.207142857142858,3.869259830267446,729.0,137,0.9785714149475098
high,1.2571428571428571,0.8428405941901472,176.0,119,0.8500000238418579
low -> low,2.2571428571428576,1.93926274120992,316.0,115,0.8214285969734192
high -> low,0.9571428571428571,0.633267517901548,134.0,110,0.7857142686843872
low -> low -> low,1.25,1.2981724841334263,175.0,88,0.6285714507102966
high -> low -> low,0.6928571428571427,0.6104182853110947,97.0,86,0.6142857074737549
low -> low -> low -> low,0.7928571428571429,0.9482769574750358,111.0,71,0.5071428418159485


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
