Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
low,5.989583333333334,3.9510019826199363,575.0,96,1.0
low -> low,2.65625,1.9725918029467302,255.0,86,0.8958333134651184
high,1.2708333333333333,0.9000487316241523,122.0,81,0.84375
high -> low,1.0104166666666665,0.6568632264372953,97.0,77,0.8020833134651184
low -> low -> low,1.4791666666666665,1.3453950049328431,142.0,68,0.7083333134651184
high -> low -> low,0.7916666666666667,0.6310670440096584,76.0,65,0.6770833134651184
low -> low -> low -> low,0.9583333333333333,0.9938406805145451,92.0,57,0.59375
low -> low -> low -> low -> low,0.71875,0.7907774322579149,69.0,51,0.53125


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
