Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,2.7023809523809526,1.3059618797805872,227.0,84,1.0
high -> low,1.4404761904761905,0.8829194518541429,121.0,80,0.9523809552192688
low,3.404761904761904,2.5370462268325906,286.0,80,0.9523809552192688
low -> low,1.2619047619047616,1.1935473867067028,106.0,63,0.75
high -> low -> low,0.8333333333333334,0.5978542622374637,70.0,62,0.738095223903656
high -> high,0.7619047619047619,0.6515791312760109,64.0,55,0.6547619104385376
low -> high,0.8333333333333333,0.8619581704179158,70.0,51,0.6071428656578064
high -> high -> low,0.5952380952380952,0.5832821057745643,50.0,46,0.5476190447807312


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
