Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,2.3211009174311927,1.2684251970305989,253.0,109,1.0
low,3.403669724770642,2.4233404632901605,371.0,101,0.9266055226325989
high -> low,1.4770642201834863,0.9087672793734394,161.0,100,0.9174311757087708
high -> low -> low,0.8165137614678898,0.7222026187255582,89.0,72,0.6605504751205444
low -> low,1.2018348623853212,1.1448743786317497,131.0,72,0.6605504751205444
low -> high,0.7614678899082568,0.9016351665149448,83.0,56,0.5137614607810974


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
