Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
low,7.3,4.206511243549132,146.0,20,1.0
low -> low,3.2,2.092593455122388,64.0,20,1.0
low -> low -> low,2.05,1.356271980175999,41.0,19,0.949999988079071
high,1.0,0.7254762501100116,20.0,15,0.75
low -> low -> low -> low,1.2,1.0563093645728083,24.0,15,0.75
high -> low,0.9000000000000001,0.7880689256524123,18.0,13,0.6499999761581421
high -> low -> low,0.75,0.6386663736585051,15.0,13,0.6499999761581421
low -> low -> low -> low -> low,0.8,0.7677718959499145,16.0,13,0.6499999761581421
high -> low -> low -> low,0.7,0.6569466853317862,14.0,12,0.6000000238418579
low -> low -> low -> low -> low -> low,0.7,0.8013147091860318,14.0,11,0.550000011920929
low -> high,0.6,0.6805570473787207,12.0,10,0.5


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
