Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
low,6.2155172413793105,4.008265448301543,721.0,116,1.0
low -> low,2.75,1.9951026997647754,319.0,106,0.9137930870056152
high,1.2241379310344829,0.8756235730490352,142.0,96,0.8275862336158752
high -> low,0.9913793103448277,0.6788185344395441,115.0,90,0.7758620977401733
low -> low -> low,1.5775862068965518,1.358713343213161,183.0,87,0.75
high -> low -> low,0.7844827586206897,0.6297830472922179,91.0,78,0.6724137663841248
low -> low -> low -> low,1.0,1.0043384151638894,116.0,72,0.6206896305084229
low -> low -> low -> low -> low,0.7327586206896551,0.7841667815135914,85.0,64,0.5517241358757019
high -> low -> low -> low,0.5603448275862069,0.6084734012756605,65.0,58,0.5


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
