Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
error,3.8076923076923084,2.9772896052727487,198.0,52,1.0
none,4.711538461538462,4.371640058652276,245.0,44,0.8461538553237915
none -> error,1.3269230769230769,1.0976115575292198,69.0,41,0.7884615659713745
none -> none,1.846153846153846,1.9642352738817692,96.0,35,0.6730769276618958
error -> error,1.403846153846154,1.4720882244529887,73.0,35,0.6730769276618958
none -> none -> error,0.75,0.7890177562056783,39.0,29,0.557692289352417
error -> none,0.9423076923076923,1.1274378647017302,49.0,29,0.557692289352417
none -> none -> none,0.9423076923076922,1.17845797446779,49.0,27,0.5192307829856873
none -> error -> error,0.6923076923076923,0.8053366495791399,36.0,27,0.5192307829856873


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
