Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
error,2.1020408163265305,1.4030457636748654,103.0,49,1.0
none,3.6734693877551026,3.1714071213345822,180.0,48,0.9795918464660645
none -> error,1.0612244897959184,0.5555838995037159,52.0,44,0.8979591727256775
none -> none,1.3673469387755102,1.577100154701401,67.0,31,0.6326530575752258
none -> none -> error,0.6122448979591836,0.6060915267313264,30.0,27,0.5510203838348389
error -> none,0.5510204081632653,0.5795553068875277,27.0,25,0.5102040767669678


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
