Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
none,3.010416666666667,1.6340281493962074,578.0,192,1.0
error,2.817708333333333,2.6235140812239703,541.0,192,1.0
error -> none,1.2239583333333335,0.5668401977392952,235.0,190,0.9895833134651184
none -> error,1.0364583333333335,0.7190190804459744,199.0,156,0.8125
error -> error,1.0,1.342030968502161,192.0,109,0.5677083134651184
error -> error -> none,0.625,0.6182224137635105,120.0,109,0.5677083134651184
none -> none,0.75,0.8742985221073877,144.0,102,0.53125


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
