Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.467889908256881,1.4629296288197517,378.0,109,1.0
high -> low,1.403669724770642,1.089676014159338,153.0,88,0.8073394298553467
low,2.2568807339449544,2.13178619995312,246.0,88,0.8073394298553467
high -> high,0.9816513761467889,0.7325962378462112,107.0,86,0.78899085521698
low -> high,1.1284403669724772,1.0461651083413996,123.0,80,0.7339449524879456
high -> low -> high,0.6146788990825687,0.6071831879402583,67.0,60,0.5504587292671204


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
