Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.1086956521739126,1.594828599213585,143.0,46,1.0
low,2.7391304347826084,2.3516876456299842,126.0,41,0.8913043737411499
high -> low,1.5,1.130388330520878,69.0,40,0.8695651888847351
low -> high,1.108695652173913,1.139751646818341,51.0,30,0.6521739363670349
high -> high,0.8478260869565217,0.7878914562678688,39.0,28,0.6086956262588501
low -> low,0.826086956521739,1.0604893592862779,38.0,25,0.54347825050354
high -> low -> high,0.5869565217391305,0.6173810980989417,27.0,24,0.52173912525177
high -> low -> low,0.6956521739130437,0.8911806206099435,32.0,23,0.5


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
