Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,3.1638418079096042,1.843675595679945,560.0,177,1.0
low,4.559322033898305,4.042126970648165,807.0,171,0.9661017060279846
high -> low,1.6892655367231637,1.0277667883012562,299.0,169,0.9548022747039795
low -> low,1.7401129943502822,1.8556504583362061,308.0,135,0.7627118825912476
high -> low -> low,1.03954802259887,0.841816096312176,184.0,133,0.7514124512672424
low -> high,1.265536723163842,1.1091555295361268,224.0,128,0.7231638431549072
high -> high,0.751412429378531,0.8085556247121919,133.0,97,0.5480226278305054
low -> low -> high,0.7457627118644069,0.8378792290451719,132.0,96,0.5423728823661804


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
