Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,2.7627118644067794,1.4122742552152334,652.0,236,1.0
low,3.3050847457627115,2.9158655503437063,780.0,215,0.9110169410705566
high -> low,1.6144067796610166,1.0717077581750374,381.0,214,0.9067796468734741
low -> high,1.004237288135593,1.0375826298023243,237.0,150,0.6355932354927063
high -> low -> low,0.7584745762711863,0.7529602596036342,179.0,141,0.5974576473236084
low -> low,1.101694915254237,1.3393541187689677,260.0,141,0.5974576473236084
high -> high,0.580508474576271,0.6100936062921113,137.0,122,0.5169491767883301


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
